Date,Product sales,Gumroad revenue,Email subs,Pinterest impressions,Pinterest saves,Pinterest outbound clicks,YouTube subs,YouTube views,Hours worked,Notes
2026-04-21,0,0,1,0,0,0,0,0,,Day 0 baseline — site live 6 days, 0 organic, 1 test sub
